year,variable,std,lon,lat,ENSOMIEV29,ENSOMIEV30,ENSOMIEV31,ENSOMIEV32,ensomiev1,ensomiev2,ensomiev3,ensomiev4,ensomiev5,ensomiev6,ensomiev7,ensomiev8,ensomiev9,ensomievG,PDO9,PDO10,PDO11,PDO12,pdo1,pdo2,pdo3,pdo4,pdo5,pdo6,pdo7,pdo8,pdo9,pdoG,NAO9,NAO10,NAO11,NAO12,Nao1,Nao2,Nao3,Nao4,Nao5,Nao6,Nao7,Nao8,Nao9,GNAO,AO9,AO10,AO11,AO12,Ao1,Ao2,Ao3,Ao4,Ao5,Ao6,Ao7,Ao8,Ao9,GAO,HAIBING9,HAIBING10,HAIBING11,HAIBING12,haibing1,haibing2,haibing3,haibing4,haibing5,haibing6,haibing7,haibing8,haibing9,Ghaibing
1971,X1004,1.022,115.6,42,-0.348,-0.225,-0.582,0.621,0.625,0.926,-0.272,0.883,-1.391,0.196,0.36,0.617,1.443,0.219461538,-1.162,0.578,0,0.713,1.308,0.518,1.483,-0.205,0.035,0.714,-1.249,0.527,-0.782,0.190615385,2.122,0.737,-0.424,-0.288,-1.204,-0.226,0.846,1.259,-0.133,1.084,1.193,0.028,-1.786,0.246769231,-0.946,1.457,-0.942,0.781,0.333,0.252,1.916,-0.267,0.064,-1.338,0.018,-0.113,-0.805,0.031538462,-0.475,-0.715,2.917,1.02,-0.137,-1.452,0.328,0.18,-0.41,-0.177,-0.939,-0.04,0.654,0.058
1972,X1004,1.181,115.6,42,0.519,-0.322,0.343,0.446,-0.817,0.247,-0.648,-1.516,1.085,1.79,-0.817,0.714,-0.309,0.055,1.305,1.355,0.107,-0.769,0.56,-0.723,1.056,0.957,1.931,-0.202,0.35,-0.85,0.352,0.417615385,0.976,-0.103,-0.057,1.132,0.637,-1.557,0.355,-0.957,-1.539,-1.008,1.538,-1.197,-1.074,-0.219538462,-0.437,1.262,-0.052,-0.687,-0.083,-0.1,0.816,0.446,0.423,-0.769,2.38,-2.237,1.161,0.163307692,0.565,1.125,-1.114,-0.865,-0.012,-1.382,0.374,0.19,0.808,-1.093,-1.364,-0.913,0.128,-0.273307692
1973,X1004,0.993,115.6,42,-0.391,1.488,-0.451,0.422,-2.463,-0.737,0.072,1.922,0.561,0.583,1.317,-0.835,0.664,0.165538462,-1.068,0.489,-0.008,0.826,-0.507,0.848,1.438,0.729,-0.76,-0.346,0.814,0.288,1.17,0.301,-1.187,-0.671,-0.606,0.168,1.647,0.317,-0.444,0.307,-0.635,1.425,1.311,0.247,-1.571,0.023692308,-0.726,-1.509,0.639,-1.031,-1.128,1.364,1.153,0.187,2.005,-0.73,0.147,1.191,0.803,0.181923077,-0.526,0.257,0.045,-1.037,2.979,-0.373,-2.68,-0.726,-0.694,-0.613,-0.814,0.615,0.209,-0.258307692
1974,X1004,1.198,115.6,42,-1.093,-1.668,0.514,0.442,-1.343,-1.28,0.208,0.572,-0.511,0.65,-0.926,0.179,0.562,-0.284153846,-0.982,-0.912,0.141,-1.19,0.984,-1.347,-0.973,1.209,1.047,-0.581,-0.517,1.108,0.463,-0.119230769,1.125,-0.038,-0.257,-0.588,-1.388,-0.584,0.197,-2.168,-0.157,1.542,-0.499,1.139,1.126,-0.042307692,0.961,0.828,1.029,0.594,1.79,-0.533,-0.818,-0.336,-0.941,-0.949,-0.37,1.076,-1.954,0.029,-1.239,-0.202,-0.491,0.922,0.373,1.448,-0.488,-1.25,1.141,0.59,0.132,0.207,0.231,0.105692308
1975,X1004,0.91,115.6,42,1.21,-0.437,-0.334,0.557,0.136,0.077,-0.185,-1.715,0.396,1.245,-2.059,0.293,-0.123,-0.072230769,0.861,1.614,-1.185,0.153,0.722,-0.056,1.905,1.333,-0.679,0.939,-2.692,-0.26,-1.11,0.118846154,-1.669,-1.295,0.301,-1.402,0.747,0.697,-0.55,2.453,-0.413,1.449,1.183,0.359,-0.127,0.133307692,1.717,-0.808,1.381,-0.682,-0.681,0.401,-1.928,-0.758,-0.876,-0.781,0.792,-0.669,0.397,-0.191923077,-0.906,-1.224,-0.104,0.816,0.954,-1.132,-0.376,1.425,-0.663,-0.486,0.165,0.018,0.284,-0.094538462
1976,X1004,1.129,115.6,42,0.741,0.457,-0.106,0.639,0.883,0.255,0.031,0.355,-2.023,0.161,0.173,-0.655,0.057,0.074461538,-0.082,-0.164,0.592,0.913,-1.447,1.128,1.206,1,0.025,-0.603,-1.097,0.04,-1.975,-0.035692308,2.869,-2.24,-0.939,-0.041,-0.432,0.945,-0.32,-0.195,-0.595,0.371,-0.282,0.966,0.053,0.012307692,-0.707,1.526,0.254,0.176,-0.051,1.379,1.327,-2.097,-1.476,-0.162,0.18,0.541,2.123,0.231769231,1.033,-0.105,-0.206,-0.571,1.446,0.267,-0.693,3.703,1.216,-0.246,0.247,1.343,0.536,0.613076923
1977,X1004,0.732,115.6,42,1.724,-1.618,-0.731,-1.969,-1.751,0.277,0.411,0.105,-0.665,0.725,-1.631,0.117,0.652,-0.334923077,-1.845,0.179,1.381,-1.591,1.188,1.338,1.157,0.39,-0.123,0.204,-1.255,-0.347,0.245,0.070846154,1.475,-0.78,0.943,0.621,0.791,-1.815,1.699,-1.893,0.353,-2.536,0.313,0.378,-0.117,-0.043692308,1.607,-0.15,0.565,0.4,-0.452,0.775,-0.748,0.262,-0.24,1.026,0.126,1.572,-0.323,0.34,1.066,-0.279,1.703,-0.699,0.516,-0.772,-1.466,-0.188,-0.654,-1.428,-0.187,-0.631,-0.649,-0.282153846
1978,X1004,0.7,115.6,42,0.065,0.28,1.905,-0.149,-1.251,0.537,-0.776,-2.468,0.435,-0.274,-0.928,1.974,-0.026,-0.052,1.503,-0.049,-0.839,-0.441,0.857,-0.086,-1.21,0.062,1.941,0.928,-0.637,1.286,-0.719,0.199692308,-1.56,-0.035,-1.172,0.327,1.743,0.564,1.41,1.043,-0.063,-0.002,-1.061,0.128,-1.385,-0.004846154,-0.172,0.519,0.568,0.493,-0.722,0.774,-0.119,-0.826,0.299,1.447,-1.465,0.19,0.157,0.087923077,-0.454,1.051,1.872,-0.487,-0.403,-1.85,0.468,0.021,1.354,-0.042,-0.624,0.158,-2.466,-0.107846154
1979,X1004,1.54,115.6,42,1.125,1.878,0.333,0.112,1.765,-0.46,1.14,-0.042,-0.073,0.125,0.804,-0.975,-0.34,0.414769231,-2.489,-0.216,0.306,-0.403,-0.188,-2.39,-0.068,0.138,1.272,0.359,-0.391,0.119,1.373,-0.198307692,-0.841,-1.227,0.852,-1.397,-0.959,0.973,-0.418,1.232,-0.699,0.613,0.755,-2.145,-0.781,-0.310923077,-1.598,1.351,1.283,-0.459,-0.574,-0.374,-0.884,-1.088,0.392,-0.328,-0.258,0.462,0.511,-0.120307692,1.403,0.689,0.714,1.465,-0.56,-0.769,-0.758,0.201,0.231,0.298,-1.335,1.529,-1.343,0.135769231
1980,X1004,0.925,115.6,42,1.975,-0.004,0.231,0.725,-0.434,-0.512,2.201,-0.587,-1.282,0.04,1.872,0.553,-0.594,0.321846154,-0.693,0.081,-0.271,-2.062,2.312,1.645,0.188,0.363,0.075,0.187,0.994,2.63,-0.821,0.356,1.552,-2.236,-0.683,0.419,-2.081,-0.68,-0.488,0.773,-1.137,0.801,-1.467,1.008,0.729,-0.268461538,-0.647,1.145,0.148,-0.111,-0.214,0.489,0.572,1.814,0.248,1.531,-0.503,0.386,-0.083,0.367307692,-0.678,1.168,0.363,0.031,-0.938,-0.552,1.54,0.198,-0.177,-1.305,0.903,-0.189,0.042,0.031230769
1981,X1004,1.097,115.6,42,-0.281,-0.278,-1.692,-1.187,0.506,0.237,1.477,-0.887,1.015,-0.64,-0.263,-1.074,0.291,-0.213538462,-1.52,-1.031,-0.061,-0.203,0.953,-0.623,-1.369,-0.9,0.134,-0.42,-1.423,-1.977,0.65,-0.599230769,-1.16,0.588,-0.91,-0.554,-0.298,-0.927,1.209,0.936,0.697,0.27,-1.175,-1.557,0.175,-0.208153846,0.591,-0.084,0.525,-0.592,-1.167,-1.084,-0.333,-0.826,-2.798,1.156,1.022,-0.77,-0.796,-0.396615385,0.534,-0.651,-0.781,0.505,-0.507,-0.003,1.033,0.626,-0.64,2.093,0.356,1.995,-0.226,0.333384615
1982,X1004,1.187,115.6,42,-1.323,0.475,0.66,-0.5,-0.527,-0.542,-0.454,0.239,1.163,2.035,0.972,0.352,-0.055,0.191923077,-0.568,1.153,0.976,1.408,-0.514,0.718,-0.201,-0.594,0.082,-1.166,-0.611,-0.046,0.936,0.121,2.399,-0.78,1.155,0.009,0.691,-1.936,-0.012,-0.215,-1.117,1.418,-1.424,-1.375,0.856,-0.025461538,-0.356,1.176,0.02,-1.425,1.866,0.495,0.028,-0.277,0.169,1.467,-0.113,1.035,-0.772,0.254846154,-2.4,-1.484,0.568,0.224,0.603,0.217,2.368,-0.395,-1.062,2.008,-1.452,0.2,1.772,0.089769231
1983,X1004,0.992,115.6,42,-0.239,-0.279,-1.024,-1.074,-0.299,1.219,-1.823,0.851,-0.94,-0.559,-1.377,-1.042,-0.372,-0.535230769,0.089,0.646,0.278,-1.407,0.931,-1.697,0.778,-0.498,-1.378,-0.277,-0.739,0.891,0.796,-0.122076923,1.326,0.046,-0.013,1.247,0.95,0.964,0.336,1.322,0.84,0.84,1.262,0.484,0.335,0.764538462,0.887,-0.635,0.585,-0.565,-0.264,0.389,-0.244,-0.787,-1.053,1.241,1.509,-0.946,0.341,0.035230769,0.151,-0.898,-0.235,1.568,-1.953,0.619,0.218,-2.361,-0.363,0.317,0.135,0.263,-1.166,-0.285
1984,X1004,1.153,115.6,42,-0.214,0.813,-0.892,1.057,0.087,0.174,0.054,1.727,-0.185,-0.356,1.731,0.59,0.177,0.366384615,-0.334,0.079,1.932,-1.099,0.409,-0.446,0.315,-0.524,-1.684,-0.856,1.429,-0.258,-1.688,-0.209615385,0.836,-2.409,0.215,0.335,0.488,2.084,-0.063,-0.234,-0.097,0.001,-1.761,0.419,-0.109,-0.022692308,-0.161,0.311,0.985,0.926,-1.393,0.606,-1.315,1.516,-1.662,0.187,1.214,0.845,-1.087,0.074769231,1.833,-0.346,-0.841,-1.673,1.987,-0.423,-0.367,1.064,-2.221,0.832,-0.051,1.545,-0.621,0.055230769
1985,X1004,1.089,115.6,42,0.152,0.904,0.918,1.279,0.011,-0.615,0.88,-2.633,0.731,1.324,-0.005,-1.268,-0.773,0.069615385,-0.579,0.945,-0.332,-0.393,-0.175,1.631,0.241,-0.282,-0.187,0.139,-1.492,2.067,-1.473,0.008461538,-0.452,0.796,1.414,0.528,-0.133,-0.116,1.18,-1.898,0.408,-0.613,0.494,0.329,-0.45,0.114384615,-2.005,-0.543,-0.004,0.244,1.009,0.917,-0.626,0.385,0.777,-2.41,0.165,0.726,1.241,-0.009538462,-2.001,-0.601,-1.031,0.406,0.22,1.434,-0.256,0.231,0.652,-1.584,0.983,0.035,-1.444,-0.227384615
1986,X1004,0.939,115.6,42,1.712,0.003,-0.453,0.788,-0.193,-1.807,0.778,0.744,0.864,-0.021,-0.78,0.02,-0.802,0.065615385,-0.164,-1.222,1.482,-0.059,-3.262,0.343,1.447,-0.056,-0.205,0.032,-1.546,-0.011,-0.493,-0.285692308,1.672,-0.916,0.772,-0.831,3.068,1.107,0.291,1.9,-1.574,-0.886,0.93,1.683,1.868,0.698769231,-1.684,0.404,-0.581,-0.268,-0.131,0.878,2.499,-0.625,0.902,0.336,0.673,-0.423,0.557,0.195153846,-0.846,-0.038,0.717,0.188,-0.507,0.388,0.417,0.2,-0.27,-0.038,-1.45,-1.054,0.096,-0.169
1987,X1004,0.951,115.6,42,-0.326,-1.177,-1.748,-1.222,-0.47,-0.644,-1.23,-0.952,-0.529,1.168,0.398,1.341,1.374,-0.309,0.269,1.085,-0.456,0.105,-0.432,0.344,-0.755,-0.795,-0.726,-0.337,1.04,-1.034,1.042,-0.05,0.182,1.204,-0.082,0.224,0.959,1.228,-0.238,1.192,-0.031,1.406,1.444,0.956,-0.318,0.625076923,1.865,-1.317,-1.083,-0.093,-0.622,1.242,0.244,1,0.454,-1.08,0.773,1.58,0.704,0.282076923,1.792,2.195,-0.284,0.943,-1.053,-0.802,1.191,-1.103,0.456,0.377,-1.643,-1.643,-0.455,-0.002230769
1988,X1004,0.915,115.6,42,0.373,-1.318,1.77,0.452,-3.048,2.046,-1.113,1.156,-0.879,-0.607,-0.809,-0.222,-0.881,-0.236923077,-0.856,0.212,-0.231,0.189,0.024,0.898,0.793,-2.234,-0.892,0.58,0.034,-0.44,1.242,-0.052384615,1.082,0.066,-0.951,-1.454,-0.384,0.101,0.864,0.734,0.195,0.282,1.979,-0.601,-0.241,0.128615385,1.026,0.598,-1.258,1.305,-0.576,-0.569,-0.654,0.103,0.187,-0.044,0.56,-0.274,0.227,0.048538462,0.032,-2.325,-1.135,0.356,0.616,-0.007,0.38,0.009,-0.112,-0.658,-0.11,-0.486,0.253,-0.245153846
1989,X1004,1.31,115.6,42,-0.228,-0.593,-2.377,1.15,1.869,-0.561,0.134,0.346,0.345,-0.013,0.05,-0.106,0.316,0.025538462,-2.075,0.503,-0.327,-0.278,0.723,-1.365,1.068,2.018,-0.053,1.455,-0.582,-0.226,1.858,0.209153846,-0.574,0.212,0.264,0.858,0.176,0.04,0.944,-1.271,1.806,1.356,-1.404,-1.091,0.333,0.126846154,0.269,1.238,-1.124,1.662,-0.12,-0.464,-0.275,-1.095,-0.707,1.052,0.692,0.599,0.743,0.19,1.49,0.082,-0.633,-1.238,-1.666,-0.171,-1.109,-0.039,-0.541,-2.385,0.857,-0.807,1.767,-0.337923077
1990,X1004,0.823,115.6,42,0.02,0.797,0.573,0.168,1.79,-0.836,0.626,1.445,-1.916,-0.251,0.102,1.404,-0.968,0.227230769,-0.926,-0.456,0.288,2.359,0.353,0.032,-1.307,-0.816,1.784,0.056,-0.721,0.106,-0.929,-0.013615385,0.813,0.297,-0.375,-0.761,0.806,2.052,0.502,0.925,1.019,-1.94,1.029,1.53,0.215,0.470153846,-0.855,1.278,-0.025,0.187,-1.657,0.596,0.203,-0.324,1.12,0.17,-0.925,-0.715,2.391,0.111076923,0.397,0.233,1.351,-1.073,0.46,1.204,-0.316,0.189,3.759,-0.178,-0.061,-0.716,-0.344,0.377307692
1991,X1004,0.803,115.6,42,0.314,-1.958,1.017,-0.566,-1.101,0.653,0.873,-1.483,-0.95,-0.969,1.169,2.036,-0.231,-0.092,-1.904,-0.782,0.467,-0.448,0.227,0.475,-1.991,1.022,-0.351,0.541,-2.585,0.161,-0.653,-0.447769231,-0.972,-0.106,0.83,-1.21,0.457,-0.447,1.517,-0.136,-0.412,-0.669,-1.408,-0.269,-1.432,-0.327461538,0.607,-0.134,-1.263,-0.268,-0.114,0.859,0.287,0.613,2.857,0.3,-0.187,-0.165,0.385,0.290538462,1.976,-0.007,-1.968,-0.418,-0.594,-0.751,0.565,0.157,0.32,-0.313,-1.29,1.158,-0.091,-0.096615385
1992,X1004,1.05,115.6,42,1.328,-1.886,-0.631,-1.086,-0.168,0.441,0.816,0.495,0.774,-0.303,-0.567,2.483,0.39,0.160461538,0.635,-0.546,0.145,-1.335,1.513,1.133,0.961,-0.618,1.127,-1.026,0.271,1.489,-0.024,0.286538462,-0.536,0.651,-1.124,-0.859,-0.025,-1.182,-0.408,1.17,2.159,-2.062,-0.054,-0.021,-0.196,-0.191307692,-1.625,2.36,-2.867,1.478,1.912,-1.136,0.761,0.723,0.561,1.109,0.018,-0.675,-0.397,0.170923077,-0.055,-0.512,0.69,-0.448,0.618,0.277,1.255,-0.843,-0.018,-0.246,0.757,1.054,-0.003,0.194307692
1993,X1004,1.129,115.6,42,0.121,-0.654,0.444,-0.665,1.375,0.752,-0.968,0.295,-1.704,-0.655,-0.375,-0.394,-1.01,-0.264461538,1.87,1.036,0.599,-1.565,-0.053,-0.809,-0.251,0.5,-0.246,-0.1,-0.142,-0.686,1.247,0.107692308,-0.18,1.914,-0.688,0.65,0.191,1.239,-0.195,1.964,-1.315,0.567,0.956,1.219,0.579,0.530846154,1.023,-0.565,1.644,-0.487,-2.191,-0.123,-1.29,0.358,-0.685,-0.72,0.298,0.017,-0.57,-0.253153846,-0.18,-0.61,1.177,0.992,0.221,-0.272,-1.95,0.52,-1.333,0.029,3.269,0.357,1.994,0.324153846
1994,X1004,1.158,115.6,42,0.713,0.394,0.439,0.715,0.998,-0.278,-1.313,1.048,-1.201,0.857,0.124,-1.055,0.595,0.156615385,-1.145,1.091,-0.782,-0.199,-1.056,0.234,2.395,-0.137,0.31,0.031,1.104,-0.462,-1.914,-0.040769231,1.203,0.31,2.856,0.185,0.479,-0.598,-0.44,-0.505,0.399,0.799,-0.558,-0.395,-1.239,0.192,0.389,0.343,1.083,0.142,0.65,-1.27,0.946,0.466,0.548,1.88,0.341,-1.245,1.868,0.472384615,-2.087,1.085,1.16,0.995,-0.156,0.334,-0.923,0.106,-0.379,0.64,-1.244,0.311,-0.67,-0.063692308
1995,X1004,0.978,115.6,42,0.779,-0.914,1.041,-0.432,1.277,1.123,-2.013,-0.231,-0.241,-0.291,0.897,0.651,0.219,0.143461538,-0.885,1.555,-0.239,-0.54,-0.504,0.666,0.319,0.601,2.174,0.458,-0.476,-0.011,-1.223,0.145769231,0.183,-0.129,1.338,-2.044,-0.59,-1.476,0.911,0.529,0.334,-0.809,0.125,-0.424,1.187,-0.066538462,-0.589,-1.323,0.007,-0.686,0.322,-0.05,-0.282,0.995,-0.516,-0.418,0.022,-0.686,-0.215,-0.263,-1.132,0.205,0.636,-0.339,-0.366,1.279,-0.322,-0.213,0.186,0.388,0.559,-1.392,0.989,0.036769231
1996,X1004,0.831,115.6,42,0.915,0.887,0.484,0.228,-1.072,-1.173,0.505,1.144,-0.302,-0.083,1.896,0.436,-0.317,0.272923077,-0.876,-0.062,0.652,1.05,-0.184,3.716,-0.028,-1.849,0.295,0.385,1.009,-1.153,1.749,0.361846154,-0.453,-0.212,-1.066,-2.176,-0.254,-0.336,-0.035,1.366,1.057,0.966,1.815,-0.769,-1.056,-0.088692308,-0.397,0.364,0.326,-1.011,2.612,1.07,-0.124,0.512,-0.593,-0.357,-0.275,0.03,0.331,0.191384615,-0.535,0.656,-1.596,-0.915,-0.523,0.824,-0.226,-0.339,0.624,1.165,0.355,1.555,0.543,0.122153846
1997,X1004,1.205,115.6,42,-0.574,0.333,-0.245,1.295,2.577,-0.049,0.828,-0.445,-1.754,-0.828,1.582,1.285,0.245,0.326923077,0.788,-0.756,1.038,-0.187,-0.575,1.59,-1.731,0.238,-0.648,0.174,0.252,0.208,0.784,0.090384615,-1.045,-1.193,-0.509,-0.396,0.796,-0.842,-0.239,1.104,0.519,1.182,0.163,0.754,-1.882,-0.122153846,-0.933,0.251,0.082,-1.12,-0.56,-0.026,-0.212,0.402,-0.297,-0.186,-1.1,-1.329,-0.64,-0.436,0.95,-1.196,-0.163,1.422,0.502,1.754,-0.074,1.323,0.241,0.088,-1.406,0.125,0.279,0.295769231
1998,X1004,0.877,115.6,42,1.627,-0.171,0.916,0.578,-1.133,-0.704,0.336,-0.429,0.509,0.215,0.96,0.15,0.075,0.225307692,0.031,1.472,0.338,0.079,-1.865,-2.371,-0.809,-0.149,-1.707,0.391,0.741,0.282,-2.136,-0.438692308,-0.737,0.175,-0.111,-0.888,-0.422,-0.994,-2.983,0.051,-0.066,1.203,-0.723,-0.857,-1.332,-0.591076923,0.443,-1.472,0.301,0.694,-0.472,-1.111,-0.448,0.266,-0.821,0.904,-0.942,1.109,-0.963,-0.193230769,-0.188,0.106,-1.443,1.634,-1.137,-1.213,1.023,-0.451,-2.123,0.394,1.573,-1.167,0.33,-0.204769231
1999,X1004,0.765,115.6,42,-0.381,0.819,0.801,1.365,0.754,0.681,-1.059,0.025,-1.021,-1.612,-1.903,0.161,-0.84,-0.17,0.489,-1.552,0.709,-1.618,0.595,0.017,-1.379,1.387,-0.513,-0.887,-1.796,-1.201,1.073,-0.359692308,0.314,-1.409,-0.747,0.042,0.634,2.271,0.131,-0.569,-0.441,-0.82,0.581,-2.153,1.209,-0.073615385,-0.902,0.039,-0.204,0.49,-0.241,-1.617,0.496,-1.191,0.393,1.007,-0.653,0.833,-0.571,-0.163153846,1.229,-1.694,-0.631,0.055,-0.137,-1.537,2.217,0.146,-0.433,-0.222,-0.409,1.389,1.693,0.128153846
2000,X1004,0.885,115.6,42,-0.106,0.388,-0.937,-1.702,0.141,0.13,1.568,-1.069,-0.158,-2.95,0.947,1.514,-1.397,-0.279307692,0.771,-0.159,0.84,-0.24,0.792,0.191,2.849,-0.331,0.998,0.191,0.992,-1.247,0.386,0.464076923,0.358,-1.093,0.88,-0.548,-1.114,0.01,-0.157,0.629,-1.328,-0.284,-0.81,-1.069,1.01,-0.270461538,-1.362,0.319,0.702,-0.835,-0.112,1.998,-0.201,-0.481,1.005,-0.282,0.784,-1.525,0.343,0.027153846,1.973,0.111,0.158,-0.649,-0.728,0.261,-0.161,0.463,2.284,0.207,-1.717,1.599,1.686,0.422076923
2001,X1004,0.921,115.6,42,1.404,-0.446,-1.401,-0.281,-0.404,1.11,-0.37,-0.457,-0.197,1.88,0.753,0.162,0.106,0.143,0.248,0.603,0.609,-0.272,-0.736,0.818,-1.28,-0.388,-0.465,-1.628,0.783,-0.069,-0.699,-0.190461538,-0.285,1.414,0.25,-0.434,0.91,0.558,2.76,0.682,1.183,1.231,-0.165,-0.118,2.075,0.773923077,0.623,0.492,0.669,-0.695,-0.753,-2.023,0.976,0.105,0.317,0.433,0.342,0.065,-1.904,-0.104076923,0.661,-0.475,0.357,-0.654,-1.297,0.109,-0.976,0.82,-0.332,-1.666,-0.769,1.298,0.905,-0.155307692
2002,X1004,1.2,115.6,42,1.294,0.231,0.16,0.065,-0.379,2.059,1.779,1.11,0.697,0.757,-0.698,0.682,-1.005,0.519384615,0.448,-1.162,-0.224,-1.403,0.436,-0.699,0.621,-1.839,0.815,0.91,1.314,-0.68,-0.006,-0.113,-0.672,-1.535,1.589,0.287,1.269,-2.109,-1.127,-0.828,-0.021,0.04,0.836,-0.942,-0.118,-0.256230769,-0.077,0.197,2.017,0.577,0.117,-0.694,-0.473,-0.559,0.65,0.979,1.75,-0.171,-0.679,0.279538462,0.238,1.123,1.181,0.366,-0.731,1.333,0.26,0.724,-0.627,-1.112,-1.029,0.462,-2.253,-0.005
2003,X1004,1.059,115.6,42,-1.09,0.648,-0.274,0.579,-0.991,0.141,0.551,1.652,-0.066,0.635,-0.565,0.485,-0.035,0.128461538,-1.163,-1.56,-0.164,-0.913,-0.316,0.996,1.341,0.164,-0.24,0.684,-0.056,0.721,0.636,0.01,-2.072,2.131,-0.108,0.655,-0.455,0.103,0.82,-1.57,-0.609,1.648,-0.834,0.281,-0.45,-0.035384615,0.341,-0.729,0.737,-0.297,2.001,-0.633,0.132,0.926,0.021,-0.222,2.101,-2.424,0.198,0.165538462,-1.489,0.28,0.095,0.535,-0.739,-1.014,-0.362,-0.469,0.139,-0.341,1.175,-1.006,0.363,-0.217923077
2004,X1004,1.209,115.6,42,-0.873,0.356,-0.986,-1.169,1.623,-0.535,1.19,1.114,-0.134,-2.237,-1.369,-0.044,-1.648,-0.362461538,-0.062,0.489,0.622,-0.873,-0.295,-0.693,-0.324,0.619,-1.402,-0.05,-1.085,-0.564,0.353,-0.251153846,0.378,0.702,0.891,-0.41,-1.584,-1.8,0.571,0.559,0.924,1.229,1.416,0.313,1.012,0.323153846,-1.39,-1.371,2.347,-0.304,0.345,-0.251,0.015,0.764,-0.024,0.016,-1.121,0.256,-0.86,-0.121384615,1.015,1.097,-0.055,2.677,1.311,0.104,0.103,-0.398,-0.356,0.737,-1.925,-1.383,0.376,0.254076923
2005,X1004,0.989,115.6,42,-1.358,-0.658,0.084,0.806,0.09,-0.824,0.331,-0.425,1.655,0.677,-0.013,-0.535,-0.929,-0.084538462,-0.616,1.621,-0.455,0.827,0.604,-0.103,0.144,-0.235,-1.896,1.688,-0.142,-0.079,0.796,0.165692308,-0.373,1.765,0.343,0.463,0.304,0.474,-0.023,-0.021,0.804,1.073,1.067,-1.611,0.979,0.403384615,0.437,1.478,0.844,0.653,0.894,0.028,0.353,1.17,0.782,-0.42,-0.269,-1.048,0.623,0.425,1.823,1.519,-0.155,0.144,-1.008,0.501,-0.182,0.999,0.734,-1.189,0.629,1.551,0.426,0.445538462
2006,X1004,1.099,115.6,42,0.182,0.855,-1.32,0.307,0.259,-0.263,-0.065,0.318,0.372,0.52,0.091,-0.338,0.272,0.091538462,-1.305,-0.715,-0.132,0.558,0.418,0.604,-1.082,-0.583,-1.01,-0.548,0.755,0.442,1.537,-0.081615385,-0.045,0.453,-1.414,-1.821,0.245,0.725,0.41,-0.751,0.279,-1.039,-0.123,-0.258,-1.757,-0.392,0.705,-0.318,1.718,0.058,-0.008,-0.457,0.263,1.094,-1.164,0.477,0.42,-1.869,-0.107,0.062461538,-0.31,0.718,-0.045,0.51,0.751,-0.431,-0.759,-0.18,0.256,-0.673,1.217,0.393,0.011,0.112153846
2007,X1004,0.964,115.6,42,0.165,1.153,0.161,0.264,0.21,-0.07,-1.013,0.098,0.624,-0.078,-1.754,-1.949,1.045,-0.088,-1.169,-0.687,-0.092,0.694,-0.584,-0.608,-0.006,0.36,0.007,1.272,0.882,-0.771,0.39,-0.024,-0.138,-0.188,-1.4,-0.739,-1.555,-0.427,0.876,0.004,-1.663,0.799,0.744,0.904,-0.166,-0.226846154,0.212,1.24,0.471,0.631,1.327,0.765,0.649,-0.851,1.335,-0.534,1.963,-0.24,-1.054,0.454923077,-0.256,0.369,-1.031,-1.205,1.659,-1.597,-0.743,0.839,-0.506,1.576,1.554,-0.351,0.519,0.063615385
2008,X1004,0.994,115.6,42,0.364,0.276,-0.625,0.508,-0.375,1.992,-0.559,-1.259,0.475,0.825,-1.581,1.278,0.169,0.114461538,0.938,-0.942,-1.587,1.406,-0.732,0.085,-0.361,-1.196,-0.497,0.701,1.33,0.921,-1.481,-0.108846154,-2.046,1.69,0.08,0.28,0.597,-0.537,-0.206,1.007,0.478,0.092,1.328,0.386,-0.121,0.232923077,-1.227,-1.993,0.104,-1.433,-0.21,1.343,0.648,-0.989,-0.511,1.492,-1.791,-0.39,0.735,-0.324769231,0.929,-0.177,-2.207,0.43,-1.805,-0.586,-1.707,-1.956,-1.373,0.584,-1.169,-0.697,1.505,-0.633
2009,X1004,0.778,115.6,42,0.552,0.144,0.957,-0.116,-1.134,-1.129,-0.047,0.257,0.572,1.121,0.174,-1.595,-0.994,-0.095230769,-1.301,1.485,0.334,-0.321,0.543,1.578,-0.753,0.315,-0.787,2.19,-0.066,0.305,0.062,0.275692308,-0.088,0.02,-1.773,-0.376,-2.034,1.324,-0.622,0.286,2.581,1.387,-1.39,0.106,-1.723,-0.177076923,1.141,2.021,0.404,0.296,0.024,-0.726,-0.232,-1.463,-0.55,-0.21,1.217,-1.248,0.203,0.067461538,-0.129,-1.522,-1.548,-0.125,-2.355,0.431,-0.474,0.433,-0.55,-1.161,1.825,1.018,0.021,-0.318153846
2010,X1004,0.685,115.6,42,-0.602,-0.076,2.424,0.926,0.254,-1.093,0.282,-0.824,1.336,-0.122,-1.027,-0.591,-0.415,0.036307692,-0.404,-0.708,0.57,1.183,-0.999,-0.464,0.597,1.012,0.09,1.269,1.579,2.256,-2.376,0.277307692,1.803,-0.421,-0.933,0.633,-0.766,-1.091,-0.615,-0.2,-1.486,-0.933,0.626,-1.787,-0.263,-0.417923077,-0.388,-1.078,1.495,0.364,-0.933,0.714,-2.666,0.404,0.094,-0.153,-0.041,0.304,0.137,-0.134384615,-1.594,0.043,0.87,1.374,0.724,1.013,0.146,-0.06,1.503,0.357,1.53,-0.919,0.439,0.417384615
